par_cz,kid_race,par_pctile,shrunk_xkid_brcbalance2020,cz_name
8701,Asian,25,6490.151515151515,Hinesville
8701,Black,50,3925.808431907795,Hinesville
8701,AIAN,50,4085.5,Hinesville
8701,White,50,4335.409186587558,Hinesville
8701,Asian,-9,6855.8125,Hinesville
8702,Black,50,2932.893894993895,Statesboro
8702,Pooled,-9,3638.456273764259,Statesboro
8702,Black,25,1956.403174603175,Statesboro
8702,White,-9,4390.356918238994,Statesboro
8702,Hispanic,50,4405.121951219512,Statesboro
8702,White,50,4421.920325887771,Statesboro
8702,Pooled,25,2844.723340790455,Statesboro
8702,Hispanic,75,5519.219512195122,Statesboro
8702,Asian,-9,4403,Statesboro
8702,Black,75,3909.384615384615,Statesboro
8702,Asian,50,4403,Statesboro
8702,Hispanic,-9,4405.121951219512,Statesboro
8702,Pooled,50,3939.096925965346,Statesboro
8702,White,75,5194.009836065574,Statesboro
8702,Hispanic,25,3291.024390243902,Statesboro
8702,Pooled,75,5033.470511140236,Statesboro
8702,White,25,3649.83081570997,Statesboro
8702,Asian,25,3890,Statesboro
8702,Asian,75,4916,Statesboro
8702,Black,-9,2233.119891008174,Statesboro
8800,White,50,4853.33466854503,Savannah
8800,White,25,3992.755169561621,Savannah
8800,Pooled,25,3300.072265625,Savannah
8800,Hispanic,-9,4855.325966850829,Savannah
8800,Black,25,2593.819410745234,Savannah
8800,White,75,5713.914167528438,Savannah
8800,AIAN,-9,3322.5,Savannah
8800,Asian,25,5460.879120879121,Savannah
8800,Asian,75,7463.074074074074,Savannah
8800,AIAN,25,2315.666666666667,Savannah
8800,Black,-9,3015.298409215579,Savannah
8800,Asian,50,6461.976597476598,Savannah
8800,Pooled,75,5567.847193773044,Savannah
8800,Black,50,3603.48592087853,Savannah
8800,AIAN,75,4329.333333333333,Savannah
8800,White,-9,5051.845688832326,Savannah
8800,Hispanic,25,4186.168224299066,Savannah
8800,Asian,-9,6403.773255813953,Savannah
8800,Hispanic,75,5822.891891891892,Savannah
8800,Pooled,-9,4353.075613467758,Savannah
8800,AIAN,50,3322.5,Savannah
8800,Hispanic,50,5004.530058095479,Savannah
8800,Pooled,50,4433.959729699021,Savannah
8800,Black,75,4613.152431011827,Savannah
8900,Pooled,-9,3986.626458411743,Macon
8900,AIAN,75,8071.5,Macon
8900,White,25,3536.339314845025,Macon
8900,Hispanic,25,3714.828571428572,Macon
8900,Pooled,25,2892.168207359072,Macon
8900,Pooled,75,5168.024652709842,Macon
8900,Asian,25,4730.538461538462,Macon
8900,AIAN,-9,5215.25,Macon
8900,Hispanic,50,4453.283000798085,Macon
8900,AIAN,50,5215.25,Macon
8900,AIAN,25,2359,Macon
8900,Asian,50,4876.508956796628,Macon
8900,White,50,4404.562927136224,Macon
8900,Asian,-9,4884.971014492754,Macon
8900,Black,25,2239.11142755429,Macon
8900,Black,-9,2801.661035422344,Macon
8900,Hispanic,-9,4461.627118644068,Macon
8900,Hispanic,75,5191.737430167598,Macon
8900,Black,75,4636.970963995354,Macon
8900,Asian,75,5022.479452054795,Macon
8900,White,-9,4611.025800435188,Macon
8900,Pooled,50,4030.096430034457,Macon
8900,White,75,5272.786539427423,Macon
8900,Black,50,3438.041195774822,Macon
9001,Hispanic,75,4126,Vidalia
9001,White,75,5102.46,Vidalia
9001,Black,25,2161.753371868979,Vidalia
9001,Asian,-9,7175.5,Vidalia
9001,Hispanic,50,3564.115942028986,Vidalia
9001,Hispanic,-9,3520.21875,Vidalia
9001,Pooled,25,2750.804438280166,Vidalia
9001,White,-9,3913.477178423237,Vidalia
9001,White,50,4086.343475177305,Vidalia
9001,Pooled,50,3829.184270422134,Vidalia
9001,Pooled,-9,3507.902790279028,Vidalia
9001,White,25,3070.22695035461,Vidalia
9001,Black,-9,2484.613924050633,Vidalia
9001,Asian,50,7175.5,Vidalia
9001,Asian,75,9333,Vidalia
9001,Hispanic,25,3002.231884057971,Vidalia
9001,Pooled,75,4907.564102564103,Vidalia
9001,Asian,25,5018,Vidalia
9001,Black,75,3967.486725663717,Vidalia
9001,Black,50,3064.620048766348,Vidalia
9002,Pooled,25,2551.879140555058,Milledgeville
9002,Pooled,50,3854.653967773617,Milledgeville
9002,Asian,25,7087,Milledgeville
9002,Asian,75,9338.5,Milledgeville
9002,Black,25,2148.997045790251,Milledgeville
9002,White,25,3013.565,Milledgeville
9002,Asian,-9,8212.75,Milledgeville
9002,Hispanic,50,4508.666666666667,Milledgeville
9002,Hispanic,25,3198.333333333333,Milledgeville
9002,Pooled,75,5157.428794992175,Milledgeville
9002,White,50,4183.908550420168,Milledgeville
9002,Hispanic,-9,4508.666666666667,Milledgeville
9002,White,75,5354.252100840336,Milledgeville
9002,Black,-9,2390.965,Milledgeville
9002,White,-9,4285.445205479452,Milledgeville
9002,Pooled,-9,3500.026195899772,Milledgeville
9002,Black,50,2935.884701756914,Milledgeville
9002,Black,75,3722.772357723577,Milledgeville
9002,Asian,50,8212.75,Milledgeville
9002,Hispanic,75,5819,Milledgeville
9003,Hispanic,75,5566,Dublin
9003,Asian,50,4853,Dublin
9003,Asian,75,5293,Dublin
9003,White,75,5381.690987124463,Dublin
9003,Pooled,25,2646.754612546125,Dublin
9003,Hispanic,-9,4405,Dublin
9003,White,50,4332.938004575448,Dublin
9003,Hispanic,25,3244,Dublin
9003,Asian,25,4413,Dublin
9003,Black,50,3077.279237923793,Dublin
9003,Pooled,-9,3533.87054631829,Dublin
9003,Black,75,4024.436363636364,Dublin
9003,Black,-9,2421.148044692738,Dublin
9003,Pooled,75,5136.593333333333,Dublin
9003,Black,25,2130.122112211221,Dublin
9003,Pooled,50,3891.67397293973,Dublin
9003,Hispanic,50,4405,Dublin
9003,White,-9,4346.617391304348,Dublin
9003,White,25,3284.185022026432,Dublin
9003,Asian,-9,4853,Dublin
9100,White,-9,5474.430723867539,Atlanta
9100,Asian,75,6840.050859598854,Atlanta
9100,AIAN,75,6476.9921875,Atlanta
9100,Asian,25,6501.767515923567,Atlanta
9100,Black,75,4730.003568879372,Atlanta
9100,Hispanic,25,4266.593526405451,Atlanta
9100,AIAN,50,4487.8046875,Atlanta
9100,White,75,6014.799776910207,Atlanta
9100,Hispanic,-9,4946.613896218118,Atlanta
9100,White,25,4230.413973892574,Atlanta
9100,Pooled,75,5844.100558863949,Atlanta
9100,Pooled,50,4683.770811112126,Atlanta
9100,Black,50,3690.827392056824,Atlanta
9100,Hispanic,75,6183.972721636702,Atlanta
9100,AIAN,25,2498.6171875,Atlanta
9100,AIAN,-9,4487.8046875,Atlanta
9100,Black,25,2651.651215234277,Atlanta
9100,Hispanic,50,5225.283124021076,Atlanta
9100,Black,-9,3191.668212166172,Atlanta
9100,Asian,50,6670.90918776121,Atlanta
9100,Pooled,-9,4763.162989428348,Atlanta
9100,White,50,5122.60687540139,Atlanta
9100,Asian,-9,6645.744207317073,Atlanta
9100,Pooled,25,3523.441063360302,Atlanta
9200,Hispanic,75,6000.6,Griffin
9200,White,75,5086.151459854014,Griffin
9200,White,25,2961.868600682594,Griffin
9200,AIAN,75,4718,Griffin
9200,Pooled,50,3792.663924379262,Griffin
9200,Hispanic,25,3792.8,Griffin
9200,White,50,4024.010030268304,Griffin
9200,Pooled,25,2525.956043956044,Griffin
9200,Asian,25,7122.5,Griffin
9200,Black,-9,2086.88967611336,Griffin
9200,AIAN,50,3336.5,Griffin
9200,Black,25,1790.203033838973,Griffin
9200,Hispanic,-9,4896.7,Griffin
9200,Pooled,-9,3492.457151300237,Griffin
9200,White,-9,3988.417989417989,Griffin
9200,Asian,-9,8305.5,Griffin
9200,Black,75,4027.809160305344,Griffin
9200,Black,50,2909.006097072158,Griffin
9200,Asian,50,8305.5,Griffin
9200,Pooled,75,5059.371804802478,Griffin
9200,AIAN,-9,3336.5,Griffin
9200,Asian,75,9488.5,Griffin
9200,Hispanic,50,4896.700000000001,Griffin
9200,AIAN,25,1955,Griffin
9301,Pooled,75,5406.499058380415,Winder
9301,Asian,25,6343.813953488372,Winder
9301,AIAN,75,4852,Winder
9301,Hispanic,50,4333.807881773399,Winder
9301,Pooled,-9,4213.51130595293,Winder
9301,AIAN,25,2406,Winder
9301,White,75,5502.425110132159,Winder
9301,White,50,4536.38215506608,Winder
9301,Asian,50,6310.862532299741,Winder
9301,Black,25,2062.219178082192,Winder
9301,Black,50,3237.390012321519,Winder
9301,Pooled,25,3066.947511312217,Winder
9301,Asian,-9,6310.113636363636,Winder
9301,Black,-9,2510.016129032258,Winder
9301,White,25,3570.3392,Winder
9301,Pooled,50,4236.723284846315,Winder
9301,White,-9,4714.718851924332,Winder
9301,Hispanic,25,3548.857142857143,Winder
9301,Black,75,4412.560846560847,Winder
9301,AIAN,50,3629,Winder
9301,Asian,75,6277.911111111111,Winder
9301,Hispanic,-9,4132.538461538462,Winder
9301,AIAN,-9,3629,Winder
9301,Hispanic,75,5118.758620689655,Winder
9302,Black,25,1584.986798679868,Toccoa
9302,Black,75,3334.714285714286,Toccoa
9302,Asian,75,4687,Toccoa
9302,Asian,25,6069.333333333333,Toccoa
9302,White,25,3358.045569620253,Toccoa
9302,Hispanic,75,5199,Toccoa
9302,White,-9,4072.848484848485,Toccoa
9302,Black,50,2459.850542197077,Toccoa
9302,Hispanic,50,4219.125,Toccoa
9302,Pooled,50,3946.666912073338,Toccoa
9302,Hispanic,25,3239.25,Toccoa
9302,Pooled,75,4949.53312788906,Toccoa
9302,Pooled,-9,3667.783092324805,Toccoa
9302,White,75,5138.309433962264,Toccoa
9302,Asian,-9,5378.166666666667,Toccoa
9302,Black,-9,1886.169398907104,Toccoa
9302,Hispanic,-9,4219.125,Toccoa
9302,Pooled,25,2943.800696257616,Toccoa
9302,Asian,50,5378.166666666666,Toccoa
9302,White,50,4248.177501791259,Toccoa
9400,AIAN,50,3894.5,Gainesville
9400,Black,50,3014.632373761208,Gainesville
9400,White,75,5208.508087535681,Gainesville
9400,Black,-9,2590.93488372093,Gainesville
9400,Hispanic,-9,3355.3625,Gainesville
9400,Black,75,3835.307692307692,Gainesville
9400,Asian,25,5877.245901639344,Gainesville
9400,Pooled,-9,4003.660196004523,Gainesville
9400,AIAN,-9,3894.5,Gainesville
9400,Asian,-9,6296.083333333333,Gainesville
9400,Hispanic,50,3930.3515625,Gainesville
9400,AIAN,75,5666,Gainesville
9400,Pooled,50,4120.62579111477,Gainesville
9400,Pooled,25,3072.282129535436,Gainesville
9400,Black,25,2193.957055214724,Gainesville
9400,Hispanic,25,2972.036458333333,Gainesville
9400,Asian,75,6839.68085106383,Gainesville
9400,White,25,3146.623041474654,Gainesville
9400,AIAN,25,2123,Gainesville
9400,Asian,50,6358.463376351587,Gainesville
9400,White,-9,4161.15543071161,Gainesville
9400,Hispanic,75,4888.666666666667,Gainesville
9400,Pooled,75,5168.969452694103,Gainesville
9400,White,50,4177.565564505167,Gainesville
9500,Pooled,50,3597.578263103691,Talladega
9500,White,75,5018.319829424307,Talladega
9500,Asian,25,5049.5,Talladega
9500,Pooled,25,2314.98074145402,Talladega
9500,AIAN,25,3410,Talladega
9500,Asian,75,6296.5,Talladega
9500,Hispanic,-9,3302.588235294118,Talladega
9500,Black,-9,1990.015756302521,Talladega
9500,Asian,50,5673,Talladega
9500,Black,50,2766.666866746699,Talladega
9500,White,-9,3712.668549905838,Talladega
9500,Pooled,-9,3211.031015037594,Talladega
9500,Hispanic,50,3302.588235294118,Talladega
9500,White,50,3849.178464459202,Talladega
9500,Hispanic,25,2340.764705882353,Talladega
9500,Pooled,75,4880.175784753363,Talladega
9500,Asian,-9,5673,Talladega
9500,Black,75,3802.201680672269,Talladega
9500,AIAN,50,3956,Talladega
9500,AIAN,-9,3956,Talladega
9500,Hispanic,75,4264.411764705882,Talladega
9500,White,25,2680.037099494098,Talladega
9500,AIAN,75,4502,Talladega
9500,Black,25,1731.132052821128,Talladega
9600,AIAN,25,1908.333333333333,LaGrange
9600,Black,75,3974.361344537815,LaGrange
9600,Pooled,50,3910.45133746339,LaGrange
9600,AIAN,75,5726.666666666667,LaGrange
9600,Black,50,2973.225781480684,LaGrange
9600,AIAN,-9,3817.5,LaGrange
9600,Asian,50,6587.511363636364,LaGrange
9600,Black,-9,2341.215336948102,LaGrange
9600,Hispanic,50,4540.046737213404,LaGrange
9600,Hispanic,-9,4391.506944444444,LaGrange
9600,Hispanic,25,3351.728395061728,LaGrange
9600,Pooled,75,5104.057056451613,LaGrange
9600,Pooled,25,2716.845618475166,LaGrange
9600,Black,25,1972.090218423552,LaGrange
9600,Asian,25,5469.818181818182,LaGrange
9600,Pooled,-9,3766.355344797022,LaGrange
9600,AIAN,50,3817.5,LaGrange
9600,Hispanic,75,5728.36507936508,LaGrange
9600,White,-9,4158.930401159981,LaGrange
9600,Asian,-9,6587.511363636364,LaGrange
9600,White,50,4119.958952604512,LaGrange
9600,White,25,3059.012543903663,LaGrange
9600,Asian,75,7705.204545454545,LaGrange
9600,White,75,5180.905361305361,LaGrange
9701,Black,25,2587.418945963976,Columbus
9701,Asian,-9,6486.438356164384,Columbus
9701,Asian,75,6472.810810810811,Columbus
9701,AIAN,75,5715,Columbus
9701,Asian,50,6486.627627627628,Columbus
9701,Black,-9,3032.913774973712,Columbus
9701,Hispanic,50,4879.420247453993,Columbus
9701,AIAN,-9,3940.5,Columbus
9701,Pooled,-9,4022.075191076224,Columbus
9701,Pooled,25,3068.191681109186,Columbus
9701,Pooled,50,4248.59814116809,Columbus
9701,Hispanic,75,5703.353448275862,Columbus
9701,White,-9,4617.172277227723,Columbus
9701,Black,75,4689.977667493797,Columbus
9701,White,50,4513.581039157923,Columbus
9701,Pooled,75,5429.004601226994,Columbus
9701,Black,50,3638.698306728887,Columbus
9701,White,75,5589.992052023122,Columbus
9701,White,25,3437.170026292726,Columbus
9701,AIAN,50,3940.5,Columbus
9701,Asian,25,6500.444444444444,Columbus
9701,Hispanic,25,4055.487046632124,Columbus
9701,AIAN,25,2166,Columbus
9701,Hispanic,-9,4674.10355987055,Columbus
9702,White,75,6058.270833333333,Americus
9702,Hispanic,25,2920.666666666667,Americus
9702,Hispanic,75,4429,Americus
9702,Asian,75,7117,Americus
9702,AIAN,25,1942,Americus
9702,Black,75,4688.733870967741,Americus
9702,Pooled,25,2558.471655328798,Americus
9702,Asian,25,6007,Americus
9702,AIAN,75,3896,Americus
9702,Black,50,3436.268014620561,Americus
9702,Pooled,-9,3602.155737704918,Americus
9702,Pooled,50,4080.889088533964,Americus
9702,Black,-9,2640.583823529412,Americus
9702,Pooled,75,5603.30652173913,Americus
9702,Black,25,2183.802158273381,Americus
9702,Asian,-9,6562,Americus
9702,White,-9,4603.208480565371,Americus
9702,Hispanic,-9,3674.833333333333,Americus
9702,White,25,3095.805755395683,Americus
9702,Hispanic,50,3674.833333333333,Americus
9702,AIAN,50,2919,Americus
9702,Asian,50,6562,Americus
9702,White,50,4577.038294364508,Americus
9702,AIAN,-9,2919,Americus
9800,White,25,3608.911330049261,Auburn
9800,AIAN,-9,2815,Auburn
9800,AIAN,75,3972,Auburn
9800,Pooled,75,5137.725409836065,Auburn
9800,Black,50,3402.888081264108,Auburn
9800,Black,25,2184.896162528217,Auburn
9800,Pooled,25,2656.552906110283,Auburn
9800,AIAN,25,1658,Auburn
9800,Hispanic,25,2406.8,Auburn
9800,Hispanic,50,3643.854545454546,Auburn
9800,Black,75,4620.88,Auburn
9800,Hispanic,75,4880.909090909091,Auburn
9800,White,50,4422.449171518138,Auburn
9800,Asian,75,5785.461538461538,Auburn
9800,Asian,-9,5272.5,Auburn
9800,White,75,5235.987012987013,Auburn
9800,Asian,25,4666.272727272727,Auburn
9800,Asian,50,5225.867132867133,Auburn
9800,Pooled,-9,3701.257118205349,Auburn
9800,Hispanic,-9,3702.761904761905,Auburn
9800,AIAN,50,2815,Auburn
9800,Pooled,50,3897.139157973174,Auburn
9800,Black,-9,2537.596525096525,Auburn
9800,White,-9,4674.258503401361,Auburn
9900,Pooled,25,3118.663404689093,Tallahassee
9900,Black,75,4638.263157894737,Tallahassee
9900,White,75,5675.210186976145,Tallahassee
9900,AIAN,-9,4059,Tallahassee
9900,Pooled,50,4340.631371639891,Tallahassee
9900,AIAN,75,5719,Tallahassee
9900,Asian,25,5876.35294117647,Tallahassee
9900,AIAN,50,4059,Tallahassee
9900,AIAN,25,2399,Tallahassee
9900,Hispanic,25,4221.611111111111,Tallahassee
9900,Black,50,3436.818632731281,Tallahassee
9900,Pooled,75,5562.59933859069,Tallahassee
9900,White,25,3717.865035516969,Tallahassee
9900,Hispanic,50,5066.440170940171,Tallahassee
9900,White,-9,4795.168914123492,Tallahassee
9900,Asian,-9,6034.740740740741,Tallahassee
9900,Black,25,2235.374107567825,Tallahassee
9900,Black,-9,2706.94338179036,Tallahassee
9900,Hispanic,75,5911.26923076923,Tallahassee
9900,Hispanic,-9,5115.558139534884,Tallahassee
9900,Asian,75,6149.31914893617,Tallahassee
9900,White,50,4696.537611246556,Tallahassee
9900,Pooled,-9,4205.932775011317,Tallahassee
9900,Asian,50,6012.83604505632,Tallahassee
10000,Asian,25,7068,Panama City
10000,Hispanic,75,6906.380952380952,Panama City
10000,White,75,5402.324776785715,Panama City
10000,Asian,75,8541,Panama City
10000,Black,-9,2953.19397993311,Panama City
10000,Pooled,50,4385.215189873417,Panama City
10000,Asian,-9,7533.157894736843,Panama City
10000,AIAN,75,3426,Panama City
10000,Black,25,2490.929359823399,Panama City
10000,Asian,50,7804.5,Panama City
10000,AIAN,25,2742,Panama City
10000,Pooled,25,3349.525316455696,Panama City
10000,Hispanic,25,4193.31746031746,Panama City
10000,Hispanic,50,5549.849206349207,Panama City
10000,Black,50,3444.150886808251,Panama City
10000,AIAN,50,3084,Panama City
10000,Hispanic,-9,5278.542857142857,Panama City
10000,Pooled,-9,4247.123206751055,Panama City
10000,White,25,3395.826979472141,Panama City
10000,White,-9,4332.680562793122,Panama City
10000,White,50,4399.075878128928,Panama City
10000,Black,75,4397.372413793103,Panama City
10000,AIAN,-9,3084,Panama City
10000,Pooled,75,5420.905063291139,Panama City
10101,Asian,25,6342,Bainbridge
10101,White,-9,3935.546712802768,Bainbridge
10101,Asian,75,6384,Bainbridge
10101,Asian,50,6363,Bainbridge
10101,Black,25,1933.965217391304,Bainbridge
10101,AIAN,25,1912,Bainbridge
10101,AIAN,75,4844,Bainbridge
10101,Hispanic,75,7101.058823529412,Bainbridge
10101,Black,-9,2161.04588607595,Bainbridge
10101,Pooled,75,5381.315972222223,Bainbridge
10101,Hispanic,50,5235.529411764706,Bainbridge
10101,White,50,4305.99043062201,Bainbridge
10101,Asian,-9,6363,Bainbridge
10101,Pooled,-9,3114.726489028213,Bainbridge
10101,Black,75,4451.771929824561,Bainbridge
10101,Pooled,25,2454.02024291498,Bainbridge
10101,Black,50,3192.868573607933,Bainbridge
10101,White,75,5482.454545454545,Bainbridge
10101,AIAN,-9,3378,Bainbridge
10101,Hispanic,-9,5235.529411764706,Bainbridge
10101,Hispanic,25,3370,Bainbridge
10101,White,25,3129.526315789474,Bainbridge
10101,Pooled,50,3917.668107568601,Bainbridge
10101,AIAN,50,3378,Bainbridge
10102,Pooled,50,3914.311150098228,Thomasville
10102,Asian,25,4917,Thomasville
10102,White,50,4241.522669866128,Thomasville
10102,Black,-9,2399.281879194631,Thomasville
10102,Pooled,25,2699.158933859822,Thomasville
10102,Asian,75,7100,Thomasville
10102,Pooled,75,5129.463366336634,Thomasville
10102,Black,50,3352.265271493213,Thomasville
10102,White,75,5212.383177570094,Thomasville
10102,Asian,50,6008.5,Thomasville
10102,Hispanic,25,2771.411764705882,Thomasville
10102,Pooled,-9,3507.659420289855,Thomasville
10102,White,25,3270.662162162162,Thomasville
10102,Black,75,4506.692307692308,Thomasville
10102,White,-9,4223.70871559633,Thomasville
10102,Hispanic,-9,3395.441176470588,Thomasville
10102,Asian,-9,6008.5,Thomasville
10102,Black,25,2197.838235294118,Thomasville
10102,Hispanic,50,3395.441176470588,Thomasville
10102,Hispanic,75,4019.470588235294,Thomasville
10200,Hispanic,75,4458.285714285715,Albany
10200,White,25,3499.970486111111,Albany
10200,Black,75,4219.506976744186,Albany
10200,Pooled,-9,3698.320996978852,Albany
10200,Hispanic,-9,3834.065573770492,Albany
10200,AIAN,50,4175,Albany
10200,AIAN,25,1614,Albany
10200,Asian,75,6635.24,Albany
10200,White,75,5468.750316856781,Albany
10200,White,50,4484.360401483946,Albany
10200,White,-9,4637.968498168498,Albany
10200,Hispanic,25,3304.424242424242,Albany
10200,AIAN,-9,4175,Albany
10200,Asian,50,6185.76,Albany
10200,Pooled,50,3957.720364897054,Albany
10200,Asian,-9,6185.76,Albany
10200,Pooled,25,2711.096905282901,Albany
10200,Black,-9,2557.111017661901,Albany
10200,Pooled,75,5204.343824511207,Albany
10200,AIAN,75,6736,Albany
10200,Black,25,2190.155030800821,Albany
10200,Hispanic,50,3881.354978354979,Albany
10200,Asian,25,5736.28,Albany
10200,Black,50,3204.831003772504,Albany
10301,White,25,3676.608695652174,Eufaula
10301,White,75,5291.386046511628,Eufaula
10301,Hispanic,-9,4457.5,Eufaula
10301,Pooled,50,3853.975483622883,Eufaula
10301,White,-9,4499.303317535545,Eufaula
10301,Black,75,4200.666666666667,Eufaula
10301,Asian,-9,6153.5,Eufaula
10301,Black,-9,2333.912244897959,Eufaula
10301,Hispanic,25,3099,Eufaula
10301,Asian,75,7277,Eufaula
10301,Hispanic,50,4457.5,Eufaula
10301,Hispanic,75,5816,Eufaula
10301,Pooled,75,5108.184713375796,Eufaula
10301,Asian,25,5030,Eufaula
10301,Black,50,3098.606827309237,Eufaula
10301,Pooled,-9,3420.228125,Eufaula
10301,Pooled,25,2599.766253869969,Eufaula
10301,Asian,50,6153.5,Eufaula
10301,Black,25,1996.546987951807,Eufaula
10301,White,50,4483.997371081901,Eufaula
10302,AIAN,25,3076.75,Dothan
10302,Asian,25,6595.23076923077,Dothan
10302,Asian,75,6231.807692307692,Dothan
10302,AIAN,75,5325.5,Dothan
10302,Black,50,3364.822122288565,Dothan
10302,White,75,5732.064837905237,Dothan
10302,White,25,3636.995348837209,Dothan
10302,Hispanic,-9,4823.009009009009,Dothan
10302,Pooled,25,3147.183512140034,Dothan
10302,Black,75,4584.297709923664,Dothan
10302,AIAN,-9,4201.125,Dothan
10302,Hispanic,75,6130.16,Dothan
10302,Asian,-9,6413.51923076923,Dothan
10302,Black,25,2145.346534653465,Dothan
10302,Pooled,-9,4253.331815326633,Dothan
10302,Black,-9,2578.864314789688,Dothan
10302,White,50,4684.530093371223,Dothan
10302,Pooled,50,4393.459590464921,Dothan
10302,Hispanic,50,4940.866885245901,Dothan
10302,White,-9,4743.390693590869,Dothan
10302,Hispanic,25,3751.573770491803,Dothan
10302,AIAN,50,4201.125,Dothan
10302,Pooled,75,5639.735668789809,Dothan
10302,Asian,50,6413.51923076923,Dothan
10400,White,-9,3997.155348837209,Meridian
10400,AIAN,75,2952.341463414634,Meridian
10400,Pooled,25,2331.221546052632,Meridian
10400,Black,50,2773.448174174928,Meridian
10400,White,50,3964.507080817673,Meridian
10400,White,75,4864.427289048474,Meridian
10400,Hispanic,75,4156.081081081081,Meridian
10400,Pooled,75,4692.095683453237,Meridian
10400,Asian,75,8957,Meridian
10400,White,25,3064.586872586873,Meridian
10400,AIAN,25,1065.237168141593,Meridian
10400,Asian,25,5363.5,Meridian
10400,Black,25,1783.665579119086,Meridian
10400,AIAN,-9,1567.648051948052,Meridian
10400,AIAN,50,2008.789315778114,Meridian
10400,Hispanic,25,2479.439024390244,Meridian
10400,Black,75,3763.230769230769,Meridian
10400,Asian,50,7160.25,Meridian
10400,Pooled,-9,3189.833542647828,Meridian
10400,Asian,-9,7160.25,Meridian
10400,Hispanic,50,3317.760052735663,Meridian
10400,Hispanic,-9,3274.769230769231,Meridian
10400,Pooled,50,3511.658614752934,Meridian
10400,Black,-9,2039.546875,Meridian
10501,Pooled,50,3637.160926824116,Columbus
10501,White,25,3146.365019011407,Columbus
10501,AIAN,-9,3103,Columbus
10501,Hispanic,50,4827.538461538462,Columbus
10501,White,50,4021.336249117892,Columbus
10501,Pooled,75,4825.381778741866,Columbus
10501,Hispanic,75,6725.23076923077,Columbus
10501,Black,75,4127.164556962025,Columbus
10501,White,75,4896.307479224377,Columbus
10501,Pooled,-9,3317.038034865293,Columbus
10501,Black,50,3083.082278481013,Columbus
10501,Asian,-9,7561.5,Columbus
10501,Pooled,25,2448.940074906367,Columbus
10501,Asian,75,6643,Columbus
10501,Hispanic,25,2929.846153846154,Columbus
10501,AIAN,50,3103,Columbus
10501,Asian,50,7561.5,Columbus
10501,Asian,25,8480,Columbus
10501,White,-9,4158.751602564103,Columbus
10501,Black,-9,2315.786912751678,Columbus
10501,AIAN,75,4222,Columbus
10501,AIAN,25,1984,Columbus
10501,Hispanic,-9,4827.538461538462,Columbus
10501,Black,25,2039,Columbus
10502,White,75,4857.219672131147,Starkville
10502,Asian,25,6300.5,Starkville
10502,AIAN,50,2906.5,Starkville
10502,Black,25,1868.203187250996,Starkville
10502,White,50,4065.443169398907,Starkville
10502,Black,-9,2101.683566433566,Starkville
10502,Pooled,25,2411.645,Starkville
10502,Asian,-9,7073.75,Starkville
10502,Hispanic,75,4412,Starkville
10502,AIAN,75,3278,Starkville
10502,Pooled,75,4695.426799007444,Starkville
10502,Hispanic,50,3676.125,Starkville
10502,AIAN,25,2535,Starkville
10502,White,-9,4113.638260869565,Starkville
10502,Pooled,-9,3176.702410640066,Starkville
10502,Hispanic,25,2940.25,Starkville
10502,AIAN,-9,2906.5,Starkville
10502,Hispanic,-9,3676.125,Starkville
10502,Black,50,2822.137307911212,Starkville
10502,Black,75,3776.071428571428,Starkville
10502,Pooled,50,3553.535899503722,Starkville
10502,Asian,50,7073.75,Starkville
10502,White,25,3273.666666666667,Starkville
10502,Asian,75,7847,Starkville
10600,Black,-9,2417.329787234043,Jasper
10600,Asian,-9,6456.5,Jasper
10600,AIAN,50,3946,Jasper
10600,AIAN,75,6175,Jasper
10600,Pooled,75,4747.506,Jasper
10600,Asian,25,6418,Jasper
10600,White,25,2714.655619596542,Jasper
10600,Hispanic,-9,3132.3,Jasper
10600,Black,25,1752.272727272727,Jasper
10600,AIAN,25,1717,Jasper
10600,White,50,3755.430082525543,Jasper
10600,Asian,75,6495,Jasper
10600,Asian,50,6456.5,Jasper
10600,Pooled,25,2661.541666666667,Jasper
10600,White,-9,3522.311287477954,Jasper
10600,White,75,4796.204545454545,Jasper
10600,Hispanic,25,2505.4,Jasper
10600,Black,50,2868.618506493507,Jasper
10600,Hispanic,50,3132.3,Jasper
10600,Black,75,3984.964285714286,Jasper
10600,Pooled,50,3704.523833333334,Jasper
10600,Pooled,-9,3468.803405572755,Jasper
10600,Hispanic,75,3759.2,Jasper
10600,AIAN,-9,3946,Jasper
10700,Black,-9,2468.02205679625,Birmingham
10700,AIAN,25,2849.913043478261,Birmingham
10700,Black,25,2041.615289982425,Birmingham
10700,White,50,4067.914335520919,Birmingham
10700,AIAN,75,4715.565217391304,Birmingham
10700,Asian,-9,5615.047826086957,Birmingham
10700,Hispanic,75,5283.152866242038,Birmingham
10700,White,-9,4310.451291079812,Birmingham
10700,White,75,5061.383018867925,Birmingham
10700,Black,75,4019.33567774936,Birmingham
10700,White,25,3074.445652173913,Birmingham
10700,AIAN,50,3782.739130434783,Birmingham
10700,Asian,25,5868.680412371134,Birmingham
10700,Hispanic,-9,3813.678770949721,Birmingham
10700,Pooled,25,2617.638367805034,Birmingham
10700,Hispanic,25,2665.880597014926,Birmingham
10700,Pooled,-9,3778.245054857051,Birmingham
10700,Pooled,50,3777.038023902517,Birmingham
10700,Asian,50,5649.374040772032,Birmingham
10700,Pooled,75,4936.43768,Birmingham
